Desired_Fuel_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,Other_Name,,,,,,,,,,,,,,,,,,
Coal,coal,petcoke,anthracite coal,lignite coal,lignite,bituminous coal,lign,coal (anthracite),sub-bituminious coal,ant,bit,lig,sgc,sub,wc,rc,petroleum coke,petroleum,sub-bituminious coal,coke,sub-bituminous coal,oil y coal,carbon,fossil brown coal,fossil coal-derived gas,fossil hard coal,turbo vapor,bitumen,cgas,ckgas,cog,csgas,cwm,cxgas,Carvão Vegetal,Carvão Mineral,hard coal and anthracite,,,,,,,,,,
Gas,natural gas,gas de refineria,gas natural,ocgt,gas oil,gas,other gas,og,natural gas mine,ccgt,natural gas,bfg,ng,og,blast furnace gas,natural gas_mine,fgas,natural gas,coal - petcoke,coal-derived gas,naphtha,napt,oil y natural gas,gnl,lng,fossil gas,turbo gas,Gás Natural,Gás do Alto Forno - CM,Gás de Alto Forno - PE,Gás de Refinaria,Coke oven gas,Petroleum gases,,,,,,,,,,,,,,,,,,
Oil,oil (crude and diesel),light fuel oil,diesel,diesl,distillate,crude,oil (crude),fuel oil,heavy fuel oil,coke gas,heavy fuel oil (hfo),oil (diesel),disl,light fuel oil,dfo,jf,ker,pc,pg,rfo,sgp,wo,propane,sgp,wo,kerosene,fliq,light oil,distallate fuel oil,light crude oil,oil y diesel,ifo 180,fuel oil nro. 6,diesel + fuel oil,diesel y petroleo pesado (ifo 180),hfo,fossil oil,fossil oil shale,motor diesel,diesel,jet,kero,shale,hfo380,Óleo Diesel,Outros Energéticos de Petróleo,Óleo Combustível,Óleo vegetais,LFO,Heavy distillates,Light distillates,Medium heavy distillates,Residual Fuel Oil,Residual Oil,Fuel Oil #2,Fuel Oil #6,Crude Oil,Jet Fuel,Kerosine,
Hydro,pumped storage,hydro water reservoir,hydro,hydo,hydropower,hydro run-of-river and poundage,water,wat,pumped storage,hydro pumped storage,hydro power,hydro run-of-river and poundage,hydro water reservoir,hidraulica,turb hidraulica,turb + bomba hi,HIDRÁULICA,Small Hydro,Large Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear,nuclear,nuc,uranium,Urânio,Nuclear energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,wnd,wind,wind (offshore),wind farm,wind power,wind offshore,wind onshore,eolico,eolica,EÓLICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,solar (pv),solar,sun,photovoltaic,photovoltaics,pv,solar pv,solar_pv,solar_thermal,solar (concentrated solar power),csp,concentrated solar power,solar thermal,solar (thermal),concentrating solar power,fotovoltaico,Radiação Solar,Solar Photovoltaics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,geothermal,geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass,biomass,peat,black liquor,blq,licor negro,straw,biocombustibles liquidos,meat & bone meal,bliq,bagazzo,residuos forestoindustriales,fossil peat,bag,bl,liq,quema cascara de girasol y mani,quema de biomasa forestal y residuos forestoindustriales,Bagaço de Cana de Açúcar,Resíduos de Madeira,Capim Elefante,Casca de Arroz,Lenha,QUEMA BAGAZO DE CAÑA,Biomass (dedicated),Anaerobic Digestion,Biomass (co-firing),BIOMASA,Forest fuelwood,Black liquor and concentrated liquors,Bagasse,Rice Husk,Advanced Conversion Technologies,lignin,,,,,,,,,,,,,,,,,,
Cogeneration,cogeneration,chp,cogeneracion,Calor de Processo - GN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste,waste incinerator,waste,residuos industriales,solid waste,waste energy,msw,slw,lfg,obs,wds,wdl,obg,bgas,bsol,wsth,landfill natural gas,methane avoidance,methane recovery & utilization,residuos solidos urbanos,ab,wh,biogas,agas,ethanol,dgas,dme,hzdwst,indwst,lgas,ref,Gás de Alto Forno,Biogás,Biogás - AGR,Biogás - RA,Gás de Alto Forno - Biomassa,Biogás - RU,waste derived fuel,Sewage Sludge Digestion,EfW Incineration,Landfill Gas,Advanced Conversion Technology,industrial wood residues,By-products from wood processing industry,Other by-products and wastes used as fuel,Exothermic heat from industry,Gasified waste,,,,,,
Wave and Tidal,Tidal Barrage and Tidal Stream,Wave,Shoreline Wave,marine,Cinética da Água,,,,,,,
Other,separate electricity product,oth,other,calor residual,tdf,mwh,oth,fuel,unknown,?,thermal,separate electricity production,ab,pur,obl,no clasificado,unk,H2,helium,Other non-specified energy sources,Mixed fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,
